Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Languages,Clicks,Impressions,Engagement_Score,Customer_Segment,Dates
1845,TechCorp,Influencer,Women 35-44,30 days,Instagram,0.14,16309.00,3.4,New York,Mandarin,211,4471,10,Fashionistas,2021-01-20
1846,TechCorp,Search,Women 25-34,30 days,Google Ads,0.06,7235.00,6.6,Houston,English,254,5024,4,Health & Wellness,2021-01-21
1847,TechCorp,Email,Women 35-44,45 days,Website,0.11,5485.00,8,Chicago,Mandarin,176,4114,7,Fashionistas,2021-01-22
1848,DataTech Solutions,Search,Women 25-34,60 days,Email,0.06,14489.00,5.8,New York,English,560,9144,4,Fashionistas,2021-01-23
1849,TechCorp,Email,Men 18-24,45 days,YouTube,0.11,7372.00,2.9,Los Angeles,French,429,3677,2,Tech Enthusiasts,2021-01-24
1850,NexGen Systems,Display,Women 35-44,60 days,Google Ads,0.06,10946.00,2.6,Chicago,French,862,4133,10,Fashionistas,2021-01-25
1851,TechCorp,Social Media,Women 25-34,60 days,Instagram,0.03,9353.00,4.7,Houston,German,125,4564,7,Tech Enthusiasts,2021-01-26
1852,Innovate Industries,Email,Women 25-34,15 days,Website,0.07,5494.00,3.3,Miami,Mandarin,900,6833,1,Tech Enthusiasts,2021-01-27
1853,NexGen Systems,Social Media,Men 18-24,45 days,Google Ads,0.15,10698.00,5.3,Chicago,French,374,5808,7,Foodies,2021-01-28
1854,DataTech Solutions,Social Media,Women 35-44,45 days,Email,0.14,5482.00,7.8,Los Angeles,Mandarin,418,8584,7,Tech Enthusiasts,2021-01-29
1855,NexGen Systems,Influencer,Women 35-44,15 days,Instagram,0.01,16711.00,6.7,Chicago,English,183,7405,2,Fashionistas,2021-01-30
1856,Innovate Industries,Search,Men 25-34,45 days,Instagram,0.15,6052.00,2.8,New York,French,536,8200,1,Outdoor Adventurers,2021-01-31
1857,Alpha Innovations,Influencer,Men 25-34,30 days,YouTube,0.02,6068.00,7.3,Chicago,Spanish,146,9271,5,Outdoor Adventurers,2021-02-01
1858,TechCorp,Search,Women 25-34,45 days,Facebook,0.12,10764.00,7.1,Chicago,Spanish,932,3918,8,Outdoor Adventurers,2021-02-02
1859,Innovate Industries,Social Media,Women 35-44,30 days,Email,0.03,9513.00,5.7,Los Angeles,Mandarin,850,7166,2,Tech Enthusiasts,2021-02-03
1860,Innovate Industries,Search,All Ages,30 days,Website,0.08,13277.00,5.1,New York,English,870,9951,6,Outdoor Adventurers,2021-02-04
1861,NexGen Systems,Influencer,Women 35-44,15 days,Instagram,0.02,15860.00,4,Houston,English,392,3291,3,Tech Enthusiasts,2021-02-05
1862,TechCorp,Email,Men 25-34,60 days,YouTube,0.06,14698.00,5.5,Miami,English,768,7322,7,Health & Wellness,2021-02-06
1863,Innovate Industries,Email,Women 35-44,15 days,YouTube,0.12,9273.00,7.3,Chicago,French,187,6929,3,Fashionistas,2021-02-07
1864,Innovate Industries,Display,All Ages,60 days,Instagram,0.06,19151.00,6.6,New York,French,664,2453,8,Foodies,2021-02-08
1865,Alpha Innovations,Display,Men 18-24,60 days,Instagram,0.05,15941.00,7,Los Angeles,English,477,9223,10,Tech Enthusiasts,2021-02-09
1866,DataTech Solutions,Search,Men 18-24,60 days,YouTube,0.1,17064.00,3.9,Los Angeles,French,328,3100,5,Outdoor Adventurers,2021-02-10
1867,DataTech Solutions,Social Media,Men 25-34,60 days,YouTube,0.05,10900.00,6.2,Houston,English,820,2253,4,Outdoor Adventurers,2021-02-11
1868,Innovate Industries,Influencer,Women 35-44,60 days,Email,0.02,13103.00,7.9,Los Angeles,German,337,9562,3,Foodies,2021-02-12
1869,TechCorp,Search,Men 18-24,15 days,Instagram,0.09,15599.00,7.3,Houston,Mandarin,854,4519,3,Health & Wellness,2021-02-13
1870,DataTech Solutions,Email,Men 18-24,45 days,Google Ads,0.02,12317.00,4.8,Houston,Mandarin,262,9837,4,Outdoor Adventurers,2021-02-14
1871,NexGen Systems,Email,Men 18-24,15 days,Email,0.04,6715.00,5.2,Miami,German,485,1104,5,Fashionistas,2021-02-15
1872,NexGen Systems,Social Media,Women 25-34,45 days,Facebook,0.11,9732.00,7.3,New York,French,443,1790,7,Outdoor Adventurers,2021-02-16
1873,TechCorp,Social Media,Men 18-24,30 days,Google Ads,0.1,12588.00,8,Houston,German,443,6481,9,Health & Wellness,2021-02-17
1874,Alpha Innovations,Email,Men 18-24,15 days,Email,0.14,19636.00,2.3,Chicago,Mandarin,868,5469,3,Tech Enthusiasts,2021-02-18
1875,Innovate Industries,Influencer,Men 18-24,30 days,Instagram,0.08,8871.00,2.9,Chicago,Spanish,791,3287,3,Fashionistas,2021-02-19
1876,NexGen Systems,Influencer,Men 25-34,15 days,Instagram,0.08,15612.00,5.2,Chicago,Spanish,269,8996,6,Tech Enthusiasts,2021-02-20
1877,TechCorp,Email,Women 35-44,60 days,Instagram,0.05,7589.00,5.4,Houston,French,179,4371,7,Health & Wellness,2021-02-21
1878,Innovate Industries,Search,Women 25-34,45 days,YouTube,0.12,7355.00,2.4,Miami,Mandarin,207,3036,4,Foodies,2021-02-22
1879,TechCorp,Search,Men 25-34,30 days,YouTube,0.05,17591.00,3.4,Houston,French,919,5652,7,Health & Wellness,2021-02-23
1880,DataTech Solutions,Social Media,Women 25-34,30 days,Email,0.03,8911.00,2.7,Chicago,German,723,5971,10,Tech Enthusiasts,2021-02-24
1881,Alpha Innovations,Display,Women 25-34,45 days,Instagram,0.02,7021.00,3.5,Houston,Spanish,273,6688,8,Health & Wellness,2021-02-25
1882,TechCorp,Email,Women 35-44,45 days,Google Ads,0.02,9202.00,4.6,Miami,English,916,4838,3,Fashionistas,2021-02-26
1883,Alpha Innovations,Email,Men 18-24,15 days,Website,0.15,6782.00,5.1,Miami,German,676,5642,1,Outdoor Adventurers,2021-02-27
1884,NexGen Systems,Social Media,Women 25-34,60 days,Instagram,0.12,10676.00,4.8,Los Angeles,German,557,1018,1,Fashionistas,2021-02-28
1885,DataTech Solutions,Display,Women 25-34,30 days,Google Ads,0.1,13849.00,3,Los Angeles,German,580,7322,8,Tech Enthusiasts,2021-03-01
1886,NexGen Systems,Social Media,Women 35-44,15 days,Google Ads,0.13,6850.00,5.8,Los Angeles,Mandarin,358,1211,10,Health & Wellness,2021-03-02
1887,Alpha Innovations,Display,Women 25-34,30 days,Email,0.05,9936.00,5.4,Miami,Mandarin,694,8102,7,Outdoor Adventurers,2021-03-03
1888,Alpha Innovations,Email,Women 25-34,45 days,YouTube,0.14,17188.00,3.3,Houston,English,268,7909,1,Health & Wellness,2021-03-04
1889,Innovate Industries,Search,Men 25-34,45 days,Website,0.1,18747.00,2.4,Los Angeles,French,157,7021,1,Fashionistas,2021-03-05
1890,TechCorp,Social Media,Men 25-34,30 days,YouTube,0.07,12081.00,2.9,Chicago,Mandarin,163,6702,6,Tech Enthusiasts,2021-03-06
1891,Alpha Innovations,Social Media,Men 18-24,60 days,Website,0.05,19547.00,6.3,Chicago,French,849,6073,1,Tech Enthusiasts,2021-03-07
1892,DataTech Solutions,Social Media,All Ages,60 days,Instagram,0.09,6333.00,4.5,Chicago,English,684,8201,4,Tech Enthusiasts,2021-03-08
1893,TechCorp,Email,All Ages,15 days,Google Ads,0.1,11289.00,3.3,Los Angeles,German,752,4968,9,Tech Enthusiasts,2021-03-09
1894,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,0.09,7598.00,7.7,Houston,German,340,1445,9,Foodies,2021-03-10
1895,Innovate Industries,Social Media,Men 25-34,45 days,Google Ads,0.07,5991.00,6.9,Miami,Spanish,257,7570,1,Tech Enthusiasts,2021-03-11
1896,NexGen Systems,Display,Men 18-24,45 days,Facebook,0.12,14379.00,2.3,Miami,Spanish,741,3640,5,Outdoor Adventurers,2021-03-12
1897,DataTech Solutions,Search,Women 35-44,45 days,YouTube,0.11,13966.00,2.3,Los Angeles,English,636,1813,2,Health & Wellness,2021-03-13
1898,Innovate Industries,Social Media,All Ages,60 days,Website,0.02,14092.00,6,Houston,Spanish,431,5493,6,Fashionistas,2021-03-14
1899,DataTech Solutions,Influencer,Women 35-44,30 days,Instagram,0.11,18551.00,5.1,Los Angeles,Mandarin,450,7099,4,Outdoor Adventurers,2021-03-15
1900,NexGen Systems,Search,Women 35-44,30 days,Website,0.14,8544.00,2.9,New York,Spanish,763,7182,10,Tech Enthusiasts,2021-03-16
1901,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,0.01,8646.00,5.8,Chicago,Mandarin,372,2783,7,Foodies,2021-03-17
1902,NexGen Systems,Display,Women 35-44,60 days,Website,0.12,12437.00,7.5,Los Angeles,German,157,9335,2,Tech Enthusiasts,2021-03-18
1903,NexGen Systems,Email,Men 25-34,60 days,YouTube,0.06,10381.00,4.1,Miami,Mandarin,863,5683,7,Fashionistas,2021-03-19
1904,NexGen Systems,Search,Men 25-34,30 days,Email,0.1,9272.00,7.3,Miami,German,185,9350,2,Fashionistas,2021-03-20
1905,Innovate Industries,Influencer,Men 25-34,30 days,Email,0.03,10509.00,6.5,Miami,German,706,2891,9,Health & Wellness,2021-03-21
1906,TechCorp,Display,Men 25-34,60 days,Website,0.04,11451.00,5,Chicago,French,762,2103,4,Fashionistas,2021-03-22
1907,Innovate Industries,Influencer,Women 25-34,60 days,Google Ads,0.03,8995.00,7.5,Los Angeles,Spanish,773,8871,5,Foodies,2021-03-23
1908,NexGen Systems,Display,Women 35-44,30 days,Instagram,0.11,9277.00,4.4,Houston,German,595,3337,3,Tech Enthusiasts,2021-03-24
1909,Innovate Industries,Influencer,Men 25-34,45 days,Email,0.03,9645.00,7.6,New York,French,429,7811,8,Outdoor Adventurers,2021-03-25
1910,TechCorp,Influencer,All Ages,15 days,Facebook,0.06,14312.00,7,Houston,Mandarin,297,8413,5,Health & Wellness,2021-03-26
1911,Alpha Innovations,Influencer,Women 35-44,30 days,Instagram,0.13,13461.00,7,New York,Mandarin,588,9535,7,Outdoor Adventurers,2021-03-27
1912,Innovate Industries,Email,Women 35-44,30 days,Google Ads,0.06,17442.00,3.5,New York,German,159,4441,4,Fashionistas,2021-03-28
1913,Innovate Industries,Search,Women 35-44,60 days,Email,0.05,17499.00,5.5,Los Angeles,Spanish,540,6649,1,Outdoor Adventurers,2021-03-29
1914,Innovate Industries,Display,Women 35-44,15 days,YouTube,0.12,7991.00,4.5,Los Angeles,Mandarin,370,9765,6,Health & Wellness,2021-03-30
1915,NexGen Systems,Display,Women 35-44,60 days,YouTube,0.13,9643.00,2.1,Miami,French,936,3150,2,Tech Enthusiasts,2021-03-31
1916,NexGen Systems,Search,Women 35-44,45 days,Email,0.05,15611.00,4.1,Los Angeles,English,977,4497,10,Foodies,2021-04-01
1917,DataTech Solutions,Display,All Ages,60 days,Email,0.13,18134.00,2.8,Miami,German,566,9921,10,Foodies,2021-04-02
1918,Alpha Innovations,Email,Women 25-34,45 days,Facebook,0.02,18458.00,7.8,Houston,French,235,9771,1,Outdoor Adventurers,2021-04-03
1919,Innovate Industries,Search,Women 35-44,60 days,YouTube,0.09,9135.00,5.7,Houston,German,165,5074,3,Outdoor Adventurers,2021-04-04
1920,Innovate Industries,Email,Men 18-24,30 days,Website,0.04,15474.00,3.6,Los Angeles,Spanish,715,1239,3,Tech Enthusiasts,2021-04-05
1921,TechCorp,Social Media,Men 18-24,45 days,Instagram,0.08,10528.00,5.3,Los Angeles,French,559,3449,5,Fashionistas,2021-04-06
1922,Alpha Innovations,Email,Men 25-34,30 days,Instagram,0.01,18850.00,3.4,New York,French,692,8915,3,Fashionistas,2021-04-07
1923,DataTech Solutions,Email,Women 25-34,60 days,YouTube,0.06,6983.00,5.7,Houston,Spanish,596,2281,8,Foodies,2021-04-08
1924,DataTech Solutions,Search,Women 25-34,45 days,Facebook,0.13,15971.00,4.2,Chicago,Spanish,494,5439,7,Tech Enthusiasts,2021-04-09
1925,Alpha Innovations,Email,Men 25-34,15 days,Website,0.05,9290.00,7.2,Miami,German,992,8847,6,Health & Wellness,2021-04-10
1926,Alpha Innovations,Search,Women 35-44,30 days,Website,0.04,19632.00,6.2,Miami,French,721,8225,8,Health & Wellness,2021-04-11
1927,Alpha Innovations,Display,Men 18-24,45 days,YouTube,0.1,7432.00,7.4,Miami,Spanish,731,2499,10,Outdoor Adventurers,2021-04-12
1928,Innovate Industries,Social Media,Women 25-34,60 days,Google Ads,0.09,5758.00,6,Houston,Mandarin,467,5205,2,Foodies,2021-04-13
1929,DataTech Solutions,Display,Women 25-34,60 days,Facebook,0.12,13458.00,7.7,Miami,English,572,8542,8,Tech Enthusiasts,2021-04-14
1930,Innovate Industries,Social Media,Women 25-34,15 days,Email,0.1,13006.00,6.2,Miami,French,456,7129,9,Health & Wellness,2021-04-15
1931,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,0.15,12930.00,4.1,Houston,Mandarin,259,3531,1,Outdoor Adventurers,2021-04-16
1932,Innovate Industries,Display,Men 18-24,45 days,Website,0.12,18200.00,7.4,Miami,German,951,2432,7,Tech Enthusiasts,2021-04-17
1933,TechCorp,Search,Men 25-34,15 days,YouTube,0.07,9929.00,7.9,New York,English,928,3257,5,Outdoor Adventurers,2021-04-18
1934,TechCorp,Influencer,Men 25-34,30 days,Email,0.13,18792.00,8,Miami,Spanish,285,1214,7,Foodies,2021-04-19
1935,TechCorp,Display,Men 25-34,30 days,YouTube,0.1,19698.00,5.2,Chicago,English,668,4367,5,Outdoor Adventurers,2021-04-20
1936,Alpha Innovations,Social Media,Women 25-34,60 days,YouTube,0.02,12194.00,2.5,Houston,Mandarin,135,7812,5,Outdoor Adventurers,2021-04-21
1937,DataTech Solutions,Display,Women 35-44,15 days,YouTube,0.11,9406.00,7.7,Miami,Mandarin,325,3365,4,Fashionistas,2021-04-22
1938,Innovate Industries,Influencer,All Ages,45 days,YouTube,0.06,17090.00,6.8,Houston,German,210,4641,10,Foodies,2021-04-23
1939,NexGen Systems,Email,All Ages,30 days,Instagram,0.03,6398.00,7,Houston,Mandarin,361,2588,10,Fashionistas,2021-04-24
1940,Alpha Innovations,Display,Men 25-34,30 days,Google Ads,0.09,18254.00,5.3,Houston,Mandarin,672,2707,2,Foodies,2021-04-25
1941,Innovate Industries,Influencer,Men 25-34,15 days,Instagram,0.05,11260.00,6.1,Miami,Mandarin,995,7286,8,Outdoor Adventurers,2021-04-26
1942,TechCorp,Influencer,Men 18-24,30 days,Facebook,0.05,11160.00,5.5,Los Angeles,English,617,7744,1,Foodies,2021-04-27
1943,Innovate Industries,Social Media,Women 25-34,30 days,Website,0.1,11191.00,5.5,Chicago,French,696,6310,6,Tech Enthusiasts,2021-04-28
1944,Innovate Industries,Email,Women 35-44,60 days,Google Ads,0.11,9886.00,4.4,Chicago,English,958,5544,9,Foodies,2021-04-29
1945,Alpha Innovations,Display,Men 18-24,30 days,Email,0.1,8563.00,2.4,Miami,Spanish,395,1073,4,Foodies,2021-04-30
1946,Innovate Industries,Display,Women 35-44,45 days,Website,0.04,9937.00,6.7,Los Angeles,Spanish,461,6852,1,Fashionistas,2021-05-01
1947,Alpha Innovations,Email,Women 35-44,60 days,YouTube,0.09,10752.00,4.5,Chicago,French,305,5344,1,Fashionistas,2021-05-02
1948,NexGen Systems,Email,All Ages,30 days,Website,0.12,5192.00,2.3,Houston,Spanish,114,6501,2,Tech Enthusiasts,2021-05-03
1949,DataTech Solutions,Social Media,Men 25-34,60 days,Website,0.04,16769.00,5,Los Angeles,Spanish,833,7231,5,Fashionistas,2021-05-04
1950,TechCorp,Social Media,Men 18-24,45 days,Email,0.15,17959.00,6.5,Houston,Mandarin,180,7704,10,Foodies,2021-05-05
1951,TechCorp,Display,Men 18-24,45 days,YouTube,0.13,13015.00,5.5,Miami,English,940,7795,1,Health & Wellness,2021-05-06
1952,Innovate Industries,Display,Men 25-34,60 days,YouTube,0.14,5596.00,5.6,Miami,French,886,9619,3,Foodies,2021-05-07
1953,Alpha Innovations,Search,All Ages,60 days,Facebook,0.14,17637.00,7.4,Chicago,English,348,3031,8,Foodies,2021-05-08
1954,NexGen Systems,Search,All Ages,15 days,Google Ads,0.14,6445.00,2.1,Los Angeles,Mandarin,311,7855,5,Fashionistas,2021-05-09
1955,TechCorp,Search,Men 18-24,15 days,Facebook,0.02,19323.00,4.4,Miami,French,839,6033,5,Fashionistas,2021-05-10
1956,Alpha Innovations,Social Media,All Ages,30 days,Email,0.07,9661.00,7,New York,Spanish,916,1931,3,Outdoor Adventurers,2021-05-11
1957,DataTech Solutions,Influencer,All Ages,45 days,Instagram,0.07,19015.00,3.9,Los Angeles,Mandarin,132,6775,6,Foodies,2021-05-12
1958,TechCorp,Search,Women 25-34,45 days,Website,0.09,14210.00,4.2,Houston,English,481,4710,7,Outdoor Adventurers,2021-05-13
1959,Innovate Industries,Social Media,All Ages,30 days,Facebook,0.04,5501.00,4.7,Los Angeles,Mandarin,594,1468,9,Outdoor Adventurers,2021-05-14
1960,Innovate Industries,Email,Men 25-34,15 days,Instagram,0.09,19666.00,8,Miami,Spanish,785,2102,5,Foodies,2021-05-15
1961,Innovate Industries,Influencer,Men 18-24,30 days,Instagram,0.11,15130.00,2.4,Los Angeles,English,307,4925,8,Fashionistas,2021-05-16
1962,DataTech Solutions,Display,Women 35-44,60 days,Facebook,0.04,17084.00,5.6,Miami,Spanish,927,1027,1,Outdoor Adventurers,2021-05-17
1963,TechCorp,Email,Men 18-24,15 days,YouTube,0.07,11588.00,7.2,New York,Spanish,810,7767,6,Outdoor Adventurers,2021-05-18
1964,TechCorp,Search,All Ages,15 days,Instagram,0.05,6735.00,2.2,Miami,Mandarin,512,2244,1,Fashionistas,2021-05-19
1965,TechCorp,Social Media,Men 18-24,30 days,Facebook,0.06,12395.00,5.2,Chicago,Spanish,234,4202,1,Tech Enthusiasts,2021-05-20
1966,TechCorp,Display,All Ages,60 days,Facebook,0.04,17873.00,5,Los Angeles,Mandarin,754,3624,4,Tech Enthusiasts,2021-05-21
1967,TechCorp,Social Media,Women 35-44,60 days,Instagram,0.02,8326.00,5.1,Chicago,Spanish,664,5342,5,Fashionistas,2021-05-22
1968,TechCorp,Social Media,Women 35-44,45 days,Website,0.02,12250.00,7.2,Chicago,English,825,7094,2,Tech Enthusiasts,2021-05-23
1969,TechCorp,Display,Men 25-34,15 days,Email,0.1,18137.00,7.6,New York,French,263,5417,9,Fashionistas,2021-05-24
1970,TechCorp,Influencer,Women 35-44,30 days,Website,0.12,8762.00,6.6,Chicago,German,837,9719,3,Foodies,2021-05-25
1971,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,0.02,10154.00,7.9,Houston,Spanish,106,1386,7,Health & Wellness,2021-05-26
1972,Alpha Innovations,Search,All Ages,30 days,Google Ads,0.02,15941.00,3.9,Miami,English,390,3698,10,Outdoor Adventurers,2021-05-27
1973,TechCorp,Display,Men 18-24,60 days,Email,0.03,5111.00,7.3,Los Angeles,Spanish,947,2774,8,Fashionistas,2021-05-28
1974,Innovate Industries,Social Media,Women 35-44,30 days,YouTube,0.07,14137.00,4.1,Chicago,Spanish,707,9563,7,Outdoor Adventurers,2021-05-29
1975,DataTech Solutions,Social Media,Women 35-44,45 days,Google Ads,0.11,15634.00,8,Houston,French,728,7449,2,Health & Wellness,2021-05-30
1976,TechCorp,Display,Men 25-34,60 days,Facebook,0.12,7595.00,3.5,Houston,English,857,3474,4,Tech Enthusiasts,2021-05-31
1977,DataTech Solutions,Social Media,Women 35-44,15 days,YouTube,0.07,9998.00,4.5,Miami,French,807,8839,3,Fashionistas,2021-06-01
1978,Innovate Industries,Email,All Ages,30 days,YouTube,0.02,11372.00,6.6,Los Angeles,Spanish,107,5432,9,Foodies,2021-06-02
1979,NexGen Systems,Email,Women 35-44,30 days,Email,0.03,5072.00,5.7,Los Angeles,Mandarin,359,9864,4,Foodies,2021-06-03
1980,DataTech Solutions,Social Media,Women 25-34,30 days,Website,0.09,12757.00,3.6,New York,Spanish,145,4500,7,Tech Enthusiasts,2021-06-04
1981,NexGen Systems,Social Media,Women 25-34,30 days,Instagram,0.11,19812.00,5,Chicago,Spanish,762,8773,8,Tech Enthusiasts,2021-06-05
1982,Alpha Innovations,Search,All Ages,15 days,Website,0.1,13079.00,4.1,Chicago,Spanish,319,4170,1,Tech Enthusiasts,2021-06-06
1983,NexGen Systems,Search,All Ages,45 days,Email,0.14,10012.00,3.6,Los Angeles,German,600,7646,2,Tech Enthusiasts,2021-06-07
1984,DataTech Solutions,Display,Men 18-24,30 days,Website,0.13,17619.00,6.9,New York,German,936,3743,1,Fashionistas,2021-06-08
1985,DataTech Solutions,Display,Women 35-44,15 days,Facebook,0.08,9576.00,4.3,Chicago,Mandarin,342,4809,10,Health & Wellness,2021-06-09
1986,Innovate Industries,Search,Women 35-44,15 days,Google Ads,0.02,11378.00,6.1,Miami,English,915,3573,4,Outdoor Adventurers,2021-06-10
1987,Innovate Industries,Email,Women 35-44,45 days,Website,0.14,5783.00,5.5,Houston,Spanish,416,3320,5,Fashionistas,2021-06-11
1988,Innovate Industries,Display,All Ages,30 days,Facebook,0.08,5692.00,5.4,Houston,German,506,2571,9,Outdoor Adventurers,2021-06-12
1989,TechCorp,Display,Women 25-34,15 days,Email,0.09,15201.00,4.2,Los Angeles,Spanish,410,5683,4,Tech Enthusiasts,2021-06-13
1990,Innovate Industries,Search,Women 35-44,15 days,Google Ads,0.04,15276.00,4.8,Chicago,French,228,6572,6,Outdoor Adventurers,2021-06-14
1991,Innovate Industries,Search,Women 25-34,15 days,Google Ads,0.07,9955.00,7,New York,Mandarin,499,8707,7,Foodies,2021-06-15
1992,Innovate Industries,Influencer,Men 25-34,60 days,Facebook,0.12,11417.00,4.2,Houston,French,409,8683,10,Foodies,2021-06-16
1993,Alpha Innovations,Social Media,All Ages,15 days,Email,0.12,9579.00,2.2,Chicago,German,761,8879,8,Outdoor Adventurers,2021-06-17
1994,TechCorp,Influencer,All Ages,60 days,Google Ads,0.1,6488.00,7.8,Chicago,Mandarin,409,3801,6,Health & Wellness,2021-06-18
1995,NexGen Systems,Search,Men 18-24,30 days,Google Ads,0.15,9431.00,7.4,Houston,French,723,1275,10,Foodies,2021-06-19
1996,Alpha Innovations,Email,Women 35-44,15 days,Email,0.06,18870.00,7.7,Los Angeles,English,726,1942,8,Foodies,2021-06-20
1997,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.07,12584.00,7.6,Houston,German,545,1649,5,Outdoor Adventurers,2021-06-21
1998,Innovate Industries,Influencer,All Ages,45 days,Instagram,0.04,10435.00,7.3,Houston,Mandarin,140,6670,2,Outdoor Adventurers,2021-06-22
1999,DataTech Solutions,Social Media,Women 35-44,45 days,Instagram,0.12,10262.00,7.7,New York,English,337,8155,8,Foodies,2021-06-23
2000,NexGen Systems,Search,All Ages,30 days,Website,0.06,9122.00,4.6,New York,German,830,3743,6,Outdoor Adventurers,2021-06-24
2001,NexGen Systems,Influencer,Men 25-34,45 days,Facebook,0.09,19778.00,4.7,New York,Mandarin,534,7863,1,Tech Enthusiasts,2021-06-25
2002,Innovate Industries,Display,Men 18-24,30 days,Email,0.04,11500.00,6.3,Houston,Mandarin,108,8441,8,Tech Enthusiasts,2021-06-26
2003,DataTech Solutions,Search,All Ages,30 days,YouTube,0.13,17916.00,6,New York,German,797,9976,2,Fashionistas,2021-06-27
2004,NexGen Systems,Email,Women 35-44,30 days,Facebook,0.09,10360.00,4.6,Chicago,Spanish,969,2892,7,Fashionistas,2021-06-28
2005,Innovate Industries,Email,Women 25-34,15 days,YouTube,0.1,10102.00,2.5,Houston,English,168,4008,1,Health & Wellness,2021-06-29
2006,NexGen Systems,Email,Men 25-34,60 days,Website,0.06,16455.00,7.5,Houston,Mandarin,200,2518,3,Foodies,2021-06-30
2007,Alpha Innovations,Search,Women 35-44,60 days,Google Ads,0.08,17265.00,5.1,Miami,Spanish,522,2388,1,Health & Wellness,2021-07-01
2008,Alpha Innovations,Email,Men 25-34,15 days,Email,0.03,17293.00,4.8,Los Angeles,German,373,7151,10,Tech Enthusiasts,2021-07-02
2009,Innovate Industries,Search,Men 18-24,60 days,Email,0.11,19824.00,6.6,Miami,Spanish,664,3343,5,Tech Enthusiasts,2021-07-03
2010,Innovate Industries,Influencer,Women 25-34,15 days,Google Ads,0.11,5627.00,5.9,New York,Spanish,591,2805,1,Foodies,2021-07-04
2011,NexGen Systems,Influencer,Women 35-44,30 days,YouTube,0.01,14290.00,5.8,Houston,Mandarin,433,9524,6,Tech Enthusiasts,2021-07-05
2012,DataTech Solutions,Search,Men 25-34,60 days,Instagram,0.03,12900.00,7.2,Houston,French,567,3054,1,Fashionistas,2021-07-06
2013,TechCorp,Display,Women 25-34,30 days,YouTube,0.1,18651.00,5.3,Los Angeles,French,960,5699,10,Tech Enthusiasts,2021-07-07
2014,NexGen Systems,Search,Women 25-34,60 days,Email,0.03,9427.00,3.9,New York,Mandarin,393,4582,1,Foodies,2021-07-08
2015,NexGen Systems,Display,Women 35-44,15 days,Instagram,0.12,16476.00,2.5,Los Angeles,Spanish,629,5619,5,Outdoor Adventurers,2021-07-09
2016,TechCorp,Email,All Ages,15 days,Instagram,0.1,8318.00,2.8,New York,Spanish,188,9719,10,Fashionistas,2021-07-10
2017,Alpha Innovations,Social Media,Men 18-24,15 days,Email,0.12,9884.00,3.6,Miami,Mandarin,666,5225,3,Foodies,2021-07-11
2018,DataTech Solutions,Social Media,All Ages,60 days,Website,0.11,8581.00,3.2,Chicago,German,778,3144,8,Health & Wellness,2021-07-12
2019,TechCorp,Search,All Ages,30 days,Instagram,0.06,17673.00,6.5,New York,Spanish,101,4017,5,Outdoor Adventurers,2021-07-13
2020,DataTech Solutions,Display,All Ages,30 days,Email,0.02,8484.00,5.2,Miami,English,834,3736,5,Outdoor Adventurers,2021-07-14
2021,NexGen Systems,Social Media,Men 25-34,15 days,Google Ads,0.13,10397.00,4.6,Los Angeles,German,761,5660,8,Outdoor Adventurers,2021-07-15
2022,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.06,14629.00,4.7,Los Angeles,German,913,7405,7,Health & Wellness,2021-07-16
2023,DataTech Solutions,Social Media,Men 18-24,30 days,Email,0.07,18769.00,4.9,Chicago,French,791,2882,5,Outdoor Adventurers,2021-07-17
2024,NexGen Systems,Influencer,Men 18-24,15 days,Google Ads,0.03,5162.00,6.6,Houston,French,649,2517,6,Health & Wellness,2021-07-18
2025,Innovate Industries,Influencer,Men 18-24,15 days,YouTube,0.12,18000.00,5.4,Chicago,French,241,4717,8,Tech Enthusiasts,2021-07-19
2026,Innovate Industries,Social Media,Women 35-44,15 days,Google Ads,0.09,11930.00,7.5,New York,German,857,6242,10,Outdoor Adventurers,2021-07-20
2027,DataTech Solutions,Social Media,All Ages,45 days,YouTube,0.03,6511.00,6.5,Los Angeles,Mandarin,398,4014,6,Outdoor Adventurers,2021-07-21
2028,Alpha Innovations,Search,Women 25-34,45 days,Website,0.01,12425.00,4.6,New York,Spanish,102,3183,8,Foodies,2021-07-22
2029,Innovate Industries,Social Media,Men 25-34,30 days,YouTube,0.13,15257.00,7.1,Los Angeles,Spanish,208,4255,4,Foodies,2021-07-23
2030,Alpha Innovations,Influencer,Men 25-34,30 days,Google Ads,0.1,7593.00,5.4,Chicago,Mandarin,931,5759,5,Foodies,2021-07-24
2031,Innovate Industries,Display,Women 25-34,45 days,Email,0.03,12608.00,2.3,Miami,Mandarin,665,2646,5,Fashionistas,2021-07-25
2032,DataTech Solutions,Display,Men 18-24,15 days,YouTube,0.08,6634.00,3.4,Houston,Mandarin,235,6997,10,Health & Wellness,2021-07-26
